VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
20200112	1	16.10.2018	3	3	1	4047
20200112	1	16.10.2018	5	5	1	4632
20200112	1	16.10.2018	2	2	1	3656
20200112	1	16.10.2018	4	4	1	6560
20200112	1	16.10.2018	1	1	1	3448
20200112	1	16.10.2018	4	4	1	3952
20200112	1	16.10.2018	3	3	1	6232
20200112	1	16.10.2018	3	3	1	3152
20200112	1	16.10.2018	4	4	1	3200
20200112	1	16.10.2018	3	3	1	3832
20200112	1	16.10.2018	1	1	1	2616
20200112	1	16.10.2018	1	1	1	3896
20200112	1	16.10.2018	4	4	1	3288
20200112	1	16.10.2018	4	4	1	3160
20200112	1	16.10.2018	1	1	1	2688
20200112	1	16.10.2018	1	1	1	3328
20200112	1	16.10.2018	5	5	1	6392
20200112	1	16.10.2018	2	2	1	5688
20200112	1	16.10.2018	0	2	0	4616
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	3	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	3	0	0
20200112	1	16.10.2018	0	1	0	0
20200112	1	16.10.2018	0	2	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	1	0	0
20200112	1	16.10.2018	0	3	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	5	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	2	0	0
20200112	1	16.10.2018	0	3	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	1	0	0
20200112	1	16.10.2018	0	4	0	0
20200112	1	16.10.2018	0	2	0	0
20200112	1	16.10.2018	0	1	0	0
20200112	1	16.10.2018	0	3	0	0
20200112	1	16.10.2018	0	5	0	0
20200112	1	16.10.2018	0	2	0	0
20200112	1	16.10.2018	0	5	0	0
20200112	1	16.10.2018	0	1	0	0
20200112	1	16.10.2018	0	1	0	0
