VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
20200238	1	1.7.2019	3	3	1	3223
20200238	1	1.7.2019	5	5	1	3424
20200238	1	1.7.2019	2	2	1	2952
20200238	1	1.7.2019	4	4	1	4104
20200238	1	1.7.2019	1	1	1	2776
20200238	1	1.7.2019	4	4	1	2712
20200238	1	1.7.2019	3	3	1	2728
20200238	1	1.7.2019	3	3	1	2528
20200238	1	1.7.2019	4	4	1	2480
20200238	1	1.7.2019	3	3	1	3952
20200238	1	1.7.2019	1	1	1	2496
20200238	1	1.7.2019	1	1	1	1880
20200238	1	1.7.2019	4	4	1	2744
20200238	1	1.7.2019	4	4	1	2336
20200238	1	1.7.2019	1	1	1	1536
20200238	1	1.7.2019	1	1	1	2168
20200238	1	1.7.2019	5	5	1	4856
20200238	1	1.7.2019	2	2	1	4368
20200238	1	1.7.2019	2	2	1	4728
20200238	1	1.7.2019	4	4	1	3224
20200238	1	1.7.2019	4	4	1	2432
20200238	1	1.7.2019	3	3	1	4640
20200238	1	1.7.2019	4	4	1	3392
20200238	1	1.7.2019	0	4	0	4264
20200238	1	1.7.2019	0	3	0	0
20200238	1	1.7.2019	0	1	0	0
20200238	1	1.7.2019	0	2	0	0
20200238	1	1.7.2019	0	4	0	0
20200238	1	1.7.2019	0	1	0	0
20200238	1	1.7.2019	0	3	0	0
20200238	1	1.7.2019	0	4	0	0
20200238	1	1.7.2019	0	5	0	0
20200238	1	1.7.2019	0	4	0	0
20200238	1	1.7.2019	0	2	0	0
20200238	1	1.7.2019	0	3	0	0
20200238	1	1.7.2019	0	4	0	0
20200238	1	1.7.2019	0	1	0	0
20200238	1	1.7.2019	0	4	0	0
20200238	1	1.7.2019	0	2	0	0
20200238	1	1.7.2019	0	1	0	0
20200238	1	1.7.2019	0	3	0	0
20200238	1	1.7.2019	0	5	0	0
20200238	1	1.7.2019	0	2	0	0
20200238	1	1.7.2019	0	5	0	0
20200238	1	1.7.2019	0	1	0	0
20200238	1	1.7.2019	0	1	0	0
